s,x,y,z_dem,z_ceil,tau,sigma_tau,span,coverage,ghost_frac,class
76.0,1383.071,644.628,236.820,240.994,-4.174,0.532,10.24,1.00,0.509,multipass
77.0,1383.296,645.372,236.870,241.136,-4.266,0.532,10.21,1.00,0.499,multipass
78.0,1383.515,646.115,236.850,241.289,-4.439,0.532,10.18,1.00,0.489,multipass
79.0,1383.729,646.860,236.840,241.468,-4.628,0.532,10.16,1.00,0.480,multipass
80.0,1383.937,647.605,236.860,241.568,-4.708,0.532,10.13,1.00,0.469,multipass
81.0,1384.138,648.350,236.880,241.678,-4.797,0.532,10.20,1.00,0.479,multipass
82.0,1384.332,649.097,236.950,241.672,-4.722,0.532,10.08,1.00,0.485,multipass
83.0,1384.519,649.844,237.040,241.906,-4.866,0.532,9.93,1.00,0.492,multipass
84.0,1384.698,650.593,237.070,242.129,-5.059,0.532,10.25,1.00,0.503,multipass
85.0,1384.870,651.344,237.150,242.257,-5.107,0.532,10.49,1.00,0.504,multipass
86.0,1385.033,652.096,237.220,242.440,-5.220,0.532,10.61,1.00,0.504,multipass
87.0,1385.188,652.849,237.260,242.913,-5.653,0.532,11.06,1.00,0.512,multipass
88.0,1385.334,653.605,237.260,243.093,-5.833,0.532,11.08,1.00,0.523,multipass
89.0,1385.471,654.362,237.370,243.282,-5.913,0.532,11.31,1.00,0.523,multipass
90.0,1385.599,655.121,237.370,243.748,-6.378,0.532,11.38,1.00,0.535,multipass
91.0,1385.716,655.882,237.440,244.119,-6.679,0.532,11.56,1.00,0.550,multipass
92.0,1385.824,656.644,237.760,244.280,-6.520,0.532,11.95,1.00,0.547,multipass
93.0,1385.921,657.408,237.850,245.492,-7.642,0.532,13.03,0.94,0.554,multipass
94.0,1386.007,658.173,238.000,245.644,-7.644,0.532,13.70,1.00,0.562,multipass
95.0,1386.083,658.939,238.090,245.553,-7.463,0.532,13.81,1.00,0.570,multipass
96.0,1386.147,659.707,238.240,245.627,-7.387,0.532,13.80,1.00,0.569,multipass
97.0,1386.199,660.476,238.340,245.912,-7.572,0.532,14.03,1.00,0.569,multipass
98.0,1386.240,661.246,238.520,246.102,-7.582,0.532,13.95,1.00,0.563,multipass
99.0,1386.268,662.018,238.540,246.188,-7.648,0.532,13.43,1.00,0.549,multipass
100.0,1386.284,662.790,238.660,245.792,-7.132,0.532,13.54,1.00,0.526,multipass
101.0,1386.287,663.564,238.720,245.843,-7.122,0.532,14.13,1.00,0.506,multipass
102.0,1386.276,664.338,238.770,246.658,-7.888,0.532,17.13,1.00,0.504,multipass
103.0,1386.252,665.113,238.770,245.790,-7.020,0.532,18.17,1.00,0.508,multipass
104.0,1386.215,665.889,238.610,245.940,-7.330,0.532,18.12,1.00,0.513,multipass
105.0,1386.163,666.666,238.580,246.017,-7.437,0.532,17.29,1.00,0.519,skylight
106.0,1386.097,667.443,238.520,246.058,-7.538,0.532,16.15,0.99,0.532,skylight
107.0,1386.016,668.221,238.500,245.943,-7.443,0.532,16.07,0.96,0.537,skylight
108.0,1385.920,668.999,238.530,245.664,-7.134,0.532,15.69,0.94,0.541,skylight
109.0,1385.810,669.778,238.550,245.202,-6.651,0.532,15.33,0.94,0.542,skylight
110.0,1385.686,670.558,238.480,244.994,-6.514,0.532,14.71,0.93,0.548,skylight
111.0,1385.548,671.339,238.480,244.138,-5.658,0.532,14.24,0.92,0.548,skylight
112.0,1385.397,672.120,238.480,243.675,-5.195,0.532,14.16,0.90,0.542,skylight
113.0,1385.234,672.903,238.480,242.904,-4.424,0.532,13.65,0.89,0.517,skylight
114.0,1385.058,673.686,238.370,242.261,-3.891,0.532,13.13,0.89,0.452,skylight
115.0,1384.870,674.471,238.370,242.306,-3.936,0.532,12.66,0.86,0.382,skylight
116.0,1384.671,675.257,238.490,242.075,-3.585,0.532,12.36,0.88,0.310,skylight
117.0,1384.460,676.044,238.530,241.744,-3.214,0.532,12.26,0.92,0.248,skylight
118.0,1384.239,676.833,238.600,241.095,-2.495,0.532,11.48,1.00,0.192,skylight
119.0,1384.008,677.623,238.550,240.018,-1.468,0.532,11.43,1.00,0.151,skylight
120.0,1383.766,678.415,238.630,239.576,-0.945,0.532,11.67,1.00,0.102,skylight
121.0,1383.516,679.208,238.720,238.335,0.385,0.532,10.19,0.97,0.061,multipass
122.0,1383.256,680.004,238.740,238.395,0.345,0.532,9.55,1.00,0.020,intact
123.0,1382.987,680.801,238.720,238.056,0.664,0.532,9.34,1.00,0.003,intact
124.0,1382.711,681.600,238.680,238.030,0.650,0.532,9.37,1.00,0.001,intact
125.0,1382.427,682.401,238.730,237.789,0.941,0.532,9.66,1.00,0.000,intact
126.0,1382.135,683.204,238.720,237.369,1.351,0.532,10.23,1.00,0.000,intact
127.0,1381.836,684.009,238.690,237.059,1.632,0.532,10.64,1.00,0.000,intact
128.0,1381.531,684.816,238.660,236.629,2.031,0.532,11.00,1.00,0.000,intact
129.0,1381.220,685.626,238.660,236.551,2.109,0.532,11.20,0.97,0.000,intact
130.0,1380.904,686.437,238.470,236.805,1.665,0.532,11.60,1.00,0.000,intact
131.0,1380.584,687.251,238.030,236.753,1.277,0.532,11.85,0.99,0.000,intact
132.0,1380.259,688.066,238.030,236.484,1.546,0.532,11.94,1.00,0.000,intact
133.0,1379.931,688.884,237.960,236.120,1.840,0.532,12.10,1.00,0.000,intact
134.0,1379.600,689.704,237.930,235.596,2.334,0.532,12.36,1.00,0.000,intact
135.0,1379.267,690.525,237.920,230.446,7.474,0.532,12.10,1.00,0.000,intact
136.0,1378.932,691.349,237.940,230.169,7.771,0.532,11.82,1.00,0.000,intact
137.0,1378.596,692.175,237.920,229.801,8.119,0.532,11.22,1.00,0.000,intact
138.0,1378.259,693.003,237.900,229.236,8.664,0.532,11.11,1.00,0.000,intact
139.0,1377.922,693.832,237.890,232.138,5.752,0.532,10.89,1.00,0.000,intact
140.0,1377.586,694.664,237.840,232.923,4.917,0.532,10.36,1.00,0.000,intact
141.0,1377.251,695.497,237.830,232.233,5.597,0.532,10.24,1.00,0.000,intact
142.0,1376.917,696.333,237.820,231.158,6.662,0.532,9.93,1.00,0.000,intact
143.0,1376.585,697.170,237.820,230.894,6.926,0.532,9.26,1.00,0.000,intact
144.0,1376.257,698.009,237.850,230.490,7.360,0.532,9.33,1.00,0.000,intact
145.0,1375.932,698.851,237.850,230.078,7.772,0.532,9.10,1.00,0.000,intact
146.0,1375.611,699.694,237.830,230.379,7.451,0.532,8.32,1.00,0.000,intact
147.0,1375.294,700.538,237.830,230.253,7.577,0.532,8.13,1.00,0.000,intact
148.0,1374.982,701.385,237.860,229.879,7.981,0.532,8.58,1.00,0.000,intact
149.0,1374.676,702.234,237.870,229.841,8.029,0.532,9.26,1.00,0.000,intact
150.0,1374.376,703.084,237.880,229.682,8.198,0.532,10.02,1.00,0.000,intact
151.0,1374.083,703.936,237.920,229.458,8.462,0.532,10.13,1.00,0.000,intact
152.0,1373.798,704.790,238.020,229.136,8.884,0.532,10.34,1.00,0.000,intact
153.0,1373.520,705.646,237.990,228.678,9.312,0.532,11.10,0.99,0.000,intact
154.0,1373.251,706.503,238.020,228.250,9.770,0.532,11.92,1.00,0.000,intact
155.0,1372.991,707.362,238.070,227.865,10.205,0.532,12.01,1.00,0.000,intact
156.0,1372.740,708.223,238.130,227.515,10.615,0.532,11.48,1.00,0.000,intact
157.0,1372.500,709.086,238.160,227.701,10.459,0.532,12.95,1.00,0.000,intact
158.0,1372.271,709.950,238.230,227.451,10.779,0.532,13.24,1.00,0.000,intact
159.0,1372.053,710.816,238.290,227.194,11.096,0.532,13.24,1.00,0.000,intact
160.0,1371.846,711.684,238.370,226.750,11.620,0.532,12.91,1.00,0.000,intact
161.0,1371.653,712.553,238.460,226.667,11.793,0.532,12.14,1.00,0.000,intact
162.0,1371.472,713.424,238.520,226.983,11.537,0.532,10.95,1.00,0.000,intact
163.0,1371.305,714.297,238.580,227.002,11.578,0.532,10.17,1.00,0.000,intact
164.0,1371.152,715.172,238.620,226.998,11.622,0.532,9.43,1.00,0.000,intact
165.0,1371.014,716.047,238.720,226.880,11.840,0.532,9.15,1.00,0.000,intact
166.0,1370.890,716.925,238.730,226.688,12.042,0.532,8.82,1.00,0.000,intact
167.0,1370.780,717.804,238.860,225.943,12.917,0.532,8.76,1.00,0.000,intact
168.0,1370.683,718.685,238.940,225.878,13.062,0.532,9.23,1.00,0.000,intact
169.0,1370.600,719.567,238.960,225.542,13.418,0.532,9.39,1.00,0.000,intact
170.0,1370.528,720.451,238.970,225.314,13.657,0.532,9.30,1.00,0.000,intact
171.0,1370.470,721.337,238.890,225.010,13.880,0.532,10.07,1.00,0.000,intact
172.0,1370.423,722.224,238.800,224.776,14.024,0.532,10.10,1.00,0.000,intact
173.0,1370.388,723.112,238.740,224.779,13.961,0.532,10.14,1.00,0.000,intact
174.0,1370.364,724.003,238.650,224.771,13.879,0.532,10.08,1.00,0.000,intact
175.0,1370.351,724.895,238.600,224.318,14.282,0.532,10.02,1.00,0.000,intact
176.0,1370.348,725.788,238.610,224.177,14.433,0.532,10.26,1.00,0.000,intact
177.0,1370.356,726.684,238.610,223.661,14.949,0.532,10.33,1.00,0.000,intact
178.0,1370.373,727.580,238.610,223.415,15.195,0.532,10.43,1.00,0.000,intact
179.0,1370.399,728.479,238.630,223.232,15.398,0.532,10.63,1.00,0.000,intact
180.0,1370.434,729.379,238.680,223.233,15.447,0.532,11.91,1.00,0.000,intact
181.0,1370.478,730.280,238.700,223.367,15.333,0.532,13.06,1.00,0.000,intact
182.0,1370.530,731.183,238.720,223.434,15.286,0.532,13.77,1.00,0.000,intact
183.0,1370.590,732.088,238.740,223.592,15.148,0.532,14.44,1.00,0.000,intact
184.0,1370.657,732.995,238.760,223.963,14.797,0.532,14.97,1.00,0.000,intact
185.0,1370.731,733.903,238.790,224.415,14.375,0.532,16.92,1.00,0.000,intact
186.0,1370.811,734.812,238.800,224.781,14.019,0.532,17.00,1.00,0.000,intact
187.0,1370.898,735.723,238.830,224.979,13.851,0.532,24.49,1.00,0.000,intact
188.0,1370.991,736.636,238.840,225.249,13.591,0.532,25.48,1.00,0.000,intact
189.0,1371.087,737.550,238.910,225.278,13.632,0.532,25.84,1.00,0.000,intact
190.0,1371.185,738.464,239.000,225.482,13.518,0.532,25.47,1.00,0.000,intact
191.0,1371.282,739.379,239.050,225.659,13.391,0.532,10.82,1.00,0.000,intact
192.0,1371.377,740.293,239.090,225.943,13.147,0.532,10.49,1.00,0.000,intact
193.0,1371.468,741.207,239.090,225.892,13.198,0.532,9.83,1.00,0.000,intact
194.0,1371.553,742.120,239.130,225.850,13.280,0.532,9.88,1.00,0.000,intact
195.0,1371.630,743.031,239.220,225.729,13.491,0.532,9.77,1.00,0.000,intact
196.0,1371.697,743.941,239.260,225.914,13.346,0.532,9.82,1.00,0.000,intact
197.0,1371.751,744.848,239.350,225.747,13.603,0.532,9.98,1.00,0.000,intact
198.0,1371.792,745.752,239.420,225.015,14.405,0.532,9.91,1.00,0.000,intact
199.0,1371.816,746.653,239.440,224.864,14.576,0.532,9.61,1.00,0.000,intact
200.0,1371.823,747.551,239.430,224.908,14.522,0.532,9.57,1.00,0.000,intact
201.0,1371.809,748.444,239.470,224.672,14.798,0.532,8.80,1.00,0.000,intact
202.0,1371.774,749.333,239.530,223.635,15.895,0.532,8.31,1.00,0.000,intact
203.0,1371.715,750.217,239.630,223.416,16.214,0.532,8.60,1.00,0.000,intact
204.0,1371.630,751.095,239.650,223.137,16.513,0.532,8.72,1.00,0.000,intact
205.0,1371.517,751.968,239.680,222.626,17.054,0.532,8.72,1.00,0.000,intact
206.0,1371.375,752.835,239.790,221.994,17.796,0.532,8.65,1.00,0.000,intact
207.0,1371.200,753.694,239.950,221.530,18.420,0.532,8.46,1.00,0.000,intact
208.0,1370.992,754.547,239.980,221.054,18.925,0.532,8.66,1.00,0.000,intact
209.0,1370.749,755.393,240.050,220.602,19.448,0.532,8.85,1.00,0.000,intact
210.0,1370.471,756.231,240.120,220.288,19.831,0.532,8.99,1.00,0.000,intact
211.0,1370.162,757.063,240.140,219.740,20.400,0.532,9.03,1.00,0.000,intact
212.0,1369.824,757.889,240.240,219.223,21.017,0.532,8.48,1.00,0.000,intact
213.0,1369.461,758.710,240.300,218.529,21.771,0.532,7.75,1.00,0.000,intact
214.0,1369.075,759.527,240.310,217.878,22.432,0.532,7.81,1.00,0.000,intact
215.0,1368.669,760.341,240.440,217.697,22.743,0.532,7.80,1.00,0.000,intact
216.0,1368.246,761.152,240.480,217.446,23.034,0.532,7.80,1.00,0.000,intact
217.0,1367.810,761.961,240.750,217.123,23.627,0.532,8.13,1.00,0.000,intact
218.0,1367.362,762.769,240.810,216.768,24.042,0.532,8.11,1.00,0.000,intact
219.0,1366.905,763.577,240.720,216.209,24.511,0.532,7.59,1.00,0.000,intact
220.0,1366.441,764.385,240.680,215.983,24.697,0.532,7.18,0.99,0.000,intact
221.0,1365.971,765.196,240.680,215.909,24.771,0.532,7.59,0.99,0.000,intact
222.0,1365.496,766.009,240.630,215.761,24.869,0.532,8.79,0.99,0.000,intact
223.0,1365.018,766.825,240.760,215.532,25.228,0.532,9.37,0.99,0.000,intact
224.0,1364.539,767.645,240.860,215.317,25.543,0.532,9.69,0.99,0.000,intact
225.0,1364.060,768.472,240.970,214.927,26.044,0.532,10.00,1.00,0.000,intact
226.0,1363.582,769.304,241.040,214.755,26.285,0.532,10.50,1.00,0.000,intact
227.0,1363.107,770.144,241.120,214.681,26.439,0.532,11.27,1.00,0.000,intact
228.0,1362.637,770.992,241.220,214.543,26.677,0.532,11.23,1.00,0.000,intact
229.0,1362.172,771.849,241.280,214.273,27.007,0.532,11.09,1.00,0.000,intact
230.0,1361.715,772.715,241.370,214.149,27.221,0.532,10.41,1.00,0.000,intact
231.0,1361.263,773.590,241.420,214.858,26.562,0.532,9.51,1.00,0.000,intact
232.0,1360.818,774.471,241.480,214.859,26.621,0.532,9.21,1.00,0.000,intact
233.0,1360.379,775.358,241.510,214.620,26.890,0.532,8.72,1.00,0.000,intact
234.0,1359.944,776.249,241.590,214.312,27.278,0.532,8.78,1.00,0.000,intact
235.0,1359.514,777.143,241.600,213.682,27.918,0.532,8.84,1.00,0.000,intact
236.0,1359.088,778.038,241.720,213.555,28.165,0.532,9.17,1.00,0.000,intact
237.0,1358.665,778.934,241.730,212.999,28.731,0.532,9.40,1.00,0.000,intact
238.0,1358.246,779.828,241.800,213.512,28.289,0.532,9.95,1.00,0.000,intact
239.0,1357.829,780.720,241.780,213.293,28.487,0.532,10.05,1.00,0.000,intact
240.0,1357.413,781.607,241.830,213.819,28.011,0.532,10.03,1.00,0.000,intact
241.0,1356.999,782.489,241.870,213.763,28.107,0.532,9.97,1.00,0.000,intact
242.0,1356.586,783.365,242.070,213.724,28.346,0.532,10.34,1.00,0.000,intact
243.0,1356.174,784.232,242.080,213.922,28.158,0.532,10.36,1.00,0.000,intact
244.0,1355.761,785.090,242.070,214.078,27.992,0.532,10.13,1.00,0.000,intact
245.0,1355.348,785.938,242.050,214.194,27.856,0.532,10.00,1.00,0.000,intact
246.0,1354.934,786.773,242.020,214.085,27.935,0.532,10.80,1.00,0.000,intact
247.0,1354.517,787.595,242.040,213.852,28.188,0.532,10.88,1.00,0.000,intact
248.0,1354.099,788.401,242.100,213.605,28.495,0.532,10.97,1.00,0.000,intact
249.0,1353.678,789.192,242.080,213.577,28.503,0.532,10.71,1.00,0.000,intact
250.0,1353.255,789.967,242.090,213.206,28.884,0.532,10.34,1.00,0.000,intact
251.0,1352.827,790.726,242.100,212.748,29.352,0.532,10.02,1.00,0.000,intact
252.0,1352.396,791.468,242.200,212.373,29.827,0.532,9.97,1.00,0.000,intact
253.0,1351.960,792.196,242.150,211.962,30.188,0.532,10.19,1.00,0.000,intact
254.0,1351.520,792.907,242.150,212.573,29.577,0.532,10.19,1.00,0.000,intact
255.0,1351.074,793.604,242.150,210.905,31.245,0.532,10.50,1.00,0.000,intact
256.0,1350.622,794.286,242.140,210.208,31.932,0.532,10.82,1.00,0.000,intact
257.0,1350.165,794.954,242.140,209.601,32.539,0.532,10.88,1.00,0.000,intact
258.0,1349.700,795.607,242.190,209.286,32.904,0.532,10.53,1.00,0.000,intact
259.0,1349.229,796.246,242.280,208.828,33.452,0.532,10.34,1.00,0.000,intact
260.0,1348.751,796.871,242.300,208.302,33.998,0.532,9.82,1.00,0.000,intact
261.0,1348.265,797.482,242.350,207.839,34.511,0.532,9.55,1.00,0.000,intact
262.0,1347.770,798.080,242.370,207.257,35.113,0.532,9.38,1.00,0.000,intact
263.0,1347.267,798.665,242.390,206.308,36.082,0.532,9.69,1.00,0.000,intact
264.0,1346.755,799.237,242.430,205.640,36.790,0.532,10.08,1.00,0.000,intact
265.0,1346.233,799.797,242.490,204.641,37.849,0.532,10.65,1.00,0.000,intact
266.0,1345.701,800.344,242.610,203.988,38.622,0.532,10.02,1.00,0.000,intact
267.0,1345.160,800.880,242.720,203.276,39.444,0.532,9.65,1.00,0.000,intact
268.0,1344.609,801.405,242.930,201.240,41.689,0.532,9.71,1.00,0.000,intact
269.0,1344.051,801.922,243.070,197.581,45.489,0.532,9.52,1.00,0.000,intact
270.0,1343.484,802.432,243.100,200.711,42.389,0.532,9.56,1.00,0.000,intact
271.0,1342.911,802.935,243.130,200.298,42.832,0.532,9.34,1.00,0.000,intact
272.0,1342.331,803.434,243.140,199.924,43.215,0.532,9.30,1.00,0.000,intact
273.0,1341.745,803.929,243.150,199.337,43.813,0.532,8.90,1.00,0.000,intact
274.0,1341.154,804.423,243.250,198.548,44.702,0.532,8.53,1.00,0.000,intact
275.0,1340.558,804.915,243.330,197.893,45.437,0.532,8.16,1.00,0.000,intact
276.0,1339.959,805.409,243.420,197.164,46.256,0.532,7.83,1.00,0.000,intact
277.0,1339.356,805.904,243.470,196.599,46.871,0.532,7.43,1.00,0.000,intact
278.0,1338.751,806.402,243.600,196.042,47.558,0.532,7.29,1.00,0.000,intact
279.0,1338.144,806.905,243.770,195.384,48.386,0.532,7.17,1.00,0.000,intact
280.0,1337.535,807.415,243.810,195.165,48.645,0.532,7.45,1.00,0.000,intact
281.0,1336.926,807.931,243.840,194.735,49.105,0.532,7.95,1.00,0.000,intact
282.0,1336.316,808.456,243.940,194.317,49.623,0.532,8.43,1.00,0.000,intact
283.0,1335.708,808.991,244.210,193.825,50.386,0.532,9.00,1.00,0.000,intact
284.0,1335.100,809.538,244.460,193.413,51.047,0.532,9.40,1.00,0.000,intact
285.0,1334.494,810.097,244.580,193.043,51.537,0.532,9.43,1.00,0.000,intact
286.0,1333.891,810.670,244.670,192.616,52.054,0.532,9.57,1.00,0.000,intact
287.0,1333.291,811.256,244.680,192.159,52.521,0.532,9.22,1.00,0.000,intact
288.0,1332.692,811.851,244.690,191.764,52.926,0.532,9.15,1.00,0.000,intact
289.0,1332.096,812.453,244.630,191.481,53.149,0.532,9.06,1.00,0.000,intact
290.0,1331.502,813.059,244.370,191.472,52.898,0.532,8.72,1.00,0.000,intact
291.0,1330.909,813.667,244.190,191.226,52.964,0.532,8.98,1.00,0.000,intact
292.0,1330.318,814.273,244.000,191.349,52.651,0.532,9.07,1.00,0.000,intact
293.0,1329.727,814.874,244.010,192.324,51.686,0.532,9.21,1.00,0.000,intact
294.0,1329.139,815.468,244.000,192.339,51.661,0.532,9.51,1.00,0.000,intact
295.0,1328.550,816.052,243.960,192.127,51.833,0.532,9.88,1.00,0.000,intact
296.0,1327.962,816.622,243.880,191.806,52.074,0.532,10.06,1.00,0.000,intact
297.0,1327.375,817.177,243.790,191.365,52.425,0.532,10.09,1.00,0.000,intact
298.0,1326.788,817.713,243.790,190.723,53.067,0.532,10.31,1.00,0.000,intact
299.0,1326.200,818.228,243.830,190.021,53.809,0.532,10.46,1.00,0.000,intact
300.0,1325.612,818.718,243.830,190.110,53.720,0.532,10.06,1.00,0.000,intact
301.0,1325.024,819.182,243.860,189.888,53.972,0.532,9.50,1.00,0.000,intact
302.0,1324.434,819.620,243.870,189.366,54.504,0.532,9.34,1.00,0.000,intact
303.0,1323.842,820.032,243.860,188.905,54.955,0.532,9.09,1.00,0.000,intact
304.0,1323.247,820.420,243.850,188.517,55.334,0.532,9.24,1.00,0.000,intact
305.0,1322.649,820.784,243.830,188.111,55.719,0.532,9.10,1.00,0.000,intact
306.0,1322.046,821.125,243.900,187.399,56.501,0.532,8.60,1.00,0.000,intact
307.0,1321.438,821.445,243.930,186.841,57.088,0.532,8.38,1.00,0.000,intact
308.0,1320.825,821.742,243.930,185.368,58.562,0.532,8.46,1.00,0.000,intact
309.0,1320.205,822.020,244.000,184.831,59.169,0.532,8.64,1.00,0.000,intact
